titulo,href,valoracion,duracion,dificultad,categorias,ingredientes,categoria_principal
Receta de Sándwiches Deliciosos,/receta-1700/sandwiches-deliciosos,0,Menos de 15 min.,Sencilla,[],"['Fiambre de pavo', 'Pan de molde', 'Mantequilla', 'Queso manchego', 'Aguacate', 'Mayonesa', 'Salsa de Mostaza', 'Tomate', 'Cebolla']",minimalistas
Receta de Crepes,/receta-1779/crepes,0,Menos de 15 min.,Sencilla,"['para fiestas', 'para niños']","['Huevo', 'Leche', 'Harina']",exóticas
Receta de Fajitas de Pollo Mexicanas,/receta-1781/fajitas-de-pollo-mexicanas,0,Entre 30 y 60 min.,Media,"['para fiestas', 'para niños']","['Trigo', 'Pollo', 'Pimiento verde', 'Tomate', 'Cebolla', 'Lechuga', 'Queso rallado', 'Ajo', 'Guindilla', 'Pimentón picante', 'Aceite de oliva', 'Pimienta']",tradicionales
Receta de Tortitas americanas,/receta-1800/tortitas-americanas,0,Entre 15 y 30 min.,Media,"['veraniegas', 'tradicionales', 'para fiestas', 'para niños']","['Huevo', 'Leche', 'Harina', 'Levadura', 'Mantequilla', 'Sal']",
Receta de Bocadillos de queso,/receta-1815/bocadillos-de-queso,0,Entre 15 y 30 min.,Sencilla,"['veraniegas', 'tradicionales', 'para fiestas']","['Mayonesa', 'Queso', 'Pan blanco', 'Pimentón dulce', 'Vinagre']",
Receta de Crepes rellenos de espinacas,/receta-2128/crepes-rellenos-de-espinacas,0,Entre 30 y 60 min.,Sencilla,[],"['Huevo', 'Harina', 'Leche', 'Sal', 'Aceite', 'Cebolla', 'Zanahoria', 'Espinaca', 'Ajo']",
Receta de berenjenas griegas,/receta-49/berenjenas-griegas,5,Entre 30 y 60 min.,Sencilla,['mediterráneas'],"['Berenjena', 'Puerro', 'Queso curado', 'Carne de vacuno picada', 'Huevo', 'Yogur natural', 'Orégano', 'Aceite de oliva', 'Vino blanco', 'Pimiento rojo', 'Jamón serrano']",light
Receta de Pollo con crema a la naranja,/receta-847/pollo-con-crema-a-la-naranja,5,Entre 15 y 30 min.,Media,"['exóticas', 'para microondas', 'para tupper']","['Pollo', 'Cebolleta', 'Queso para untar', 'Zumo de naranja natural', 'Harina', 'Brandy', 'Pimienta']",tradicionales
Receta de Lomo de cerdo al horno,/receta-884/lomo-de-cerdo-al-horno,5,Entre 30 y 60 min.,Sencilla,"['invernales', 'minimalistas', 'tradicionales', 'para navidad', 'para fiestas', 'norte de Europa']","['Lomo de cerdo', 'Cubito de caldo', 'Ajo', 'Cebolla', 'Puerro', 'Tomillo', 'Romero', 'Aceite de oliva', 'Cerveza', 'Zumo de limón']",light
Receta de Lomo Asado a la Salsa de Chimichurri,/receta-871/lomo-asado-a-la-salsa-de-chimichurri,5,Entre 30 y 60 min.,Sencilla,"['para fiestas', 'mediterráneas']","['Lomo de cerdo', 'Salsa chimichurri', 'Aceite de oliva', 'Sal']",veraniegas
Receta de Las Albóndigas de casa,/receta-1254/las-albondigas-de-casa,5,Entre 1 y 2 horas,Media,"['tradicionales', 'mediterráneas']","['Zanahoria', 'Carne picada', 'Pimiento verde', 'Ajo', 'Cebolla', 'Laurel', 'Pan rallado', 'Salsa de tomate frito', 'Vino blanco', 'Caldo de carne']",vegetarianas
Receta de Hamburguesa de pollo a la plancha con ensalada caprichosa,/receta-907/hamburguesa-de-pollo-a-la-plancha-con-ensalada-caprichosa,5,Menos de 15 min.,Sencilla,"['light', 'veraniegas', 'minimalistas', 'para niños', 'mediterráneas', 'para tupper']","['Hamburguesa', 'Tomate para ensalada', 'Aceituna', 'Queso Feta', 'Aceite de oliva']",light
Receta de ROLLO DE TERNERA A LA MODERNA ,/receta-641/rollo-de-ternera-a-la-moderna,5,Entre 30 y 60 min.,Media,['tradicionales'],[''],
Receta de Pavo Madrás ,/receta-640/pavo-madras,5,Entre 15 y 30 min.,Sencilla,"['exóticas', 'veraniegas', 'para navidad', 'para fiestas', 'asiáticas']","['Pechuga de pavo', 'Cebolla', 'Manzana', 'Curry', 'Aceite de oliva', 'Caldo de ave', 'Nata para montar', 'Mantequilla', 'Pimienta']",light
Receta de RECETA RÁPIDA DE POLLO CON CHAMPIÑONES,/receta-924/receta-rapida-de-pollo-con-champinones,5,Menos de 15 min.,Sencilla,['mediterráneas'],"['Pechuga de pollo', 'Champiñón', 'Nata para cocinar', 'Ajo', 'Vino blanco', 'Jamón serrano', 'Aceite de oliva']",light
Receta de Albóndigas con salsa de tomate y guisantes,/receta-720/albondigas-con-salsa-de-tomate-y-guisantes,5,Entre 1 y 2 horas,Media,[],"['Carne picada', 'Pan de molde', 'Cebolla', 'Ajo', 'Perejil', 'Huevo', 'Leche', 'Pan rallado', 'Harina', 'Sal', 'Pimienta', 'Guisante verde', 'Salsa de tomate triturado']",light
Receta de Costillitas de Cerdo BBQ a la Coca-Cola,/receta-1035/costillitas-de-cerdo-bbq-a-la-coca-cola,5,Entre 30 y 60 min.,Sencilla,"['veraniegas', 'americanas']","['Costilla de cerdo', 'Cubito de caldo', 'Salsa barbacoa', 'Ajo', 'Harina de trigo', 'Mantequilla', 'Refresco de cola']",exóticas
Receta de Caldereta de ternera con arroz,/receta-1230/caldereta-de-ternera-con-arroz,5,Entre 30 y 60 min.,Sencilla,"['veraniegas', 'invernales', 'mediterráneas', 'para tupper']","['Ternera', 'Cebolla', 'Ajo', 'Puerro', 'Tomate pera', 'Apio', 'Pimiento rojo', 'Sal', 'Zanahoria', 'Vino blanco', 'Laurel', 'Tomillo', 'Agua', 'Aceituna', 'Arroz']",light
Receta de FAJITAS RELLENAS DE POLLO,/receta-1207/fajitas-rellenas-de-pollo,5,Entre 30 y 60 min.,Sencilla,[],"['_descripcion', 'Pechuga de pollo', 'Cebolla', 'Pimiento verde', 'Pimiento rojo', 'Salsa de tomate triturado', 'Especia', 'Trigo', 'Aceite', 'Sal']",mediterráneas
Receta de ESPECIAL NAVIDAD: PAVO CON SALSA DE ALBAHACA,/receta-1165/especial-navidad-pavo-con-salsa-de-albahaca,5,Entre 1 y 2 horas,Media,"['para navidad', 'para fiestas']","['Pavo', 'Zanahoria', 'Apio', 'Laurel', 'Perejil', 'Romero', 'Ajo', 'Vino blanco', 'Calabacín', 'Pimienta molida', 'Albahaca', 'Aceite de oliva', 'Sal', 'Piñón']",vegetarianas
Receta de Albóndigas de pavo en salsa de pimientos,/receta-798/albondigas-de-pavo-en-salsa-de-pimientos,5,Entre 30 y 60 min.,Sencilla,"['invernales', 'tradicionales', 'para niños']","['Pavo', 'Huevo', 'Zanahoria', 'Pimiento verde', 'Cebolla', 'Ajo', 'Sal', 'Pan rallado', 'Leche', 'Aceite']",tradicionales
Receta de Costilla de ternera con patatas y salsa de uvas,/receta-804/costilla-de-ternera-con-patatas-y-salsa-de-uvas,5,Entre 30 y 60 min.,Media,"['invernales', 'tradicionales', 'mediterráneas']","['Costilla de ternera', 'Uva', 'Patata', 'Aceituna', 'Sal']",
Receta de Caldereta de ternera con arroz,/receta-1230/caldereta-de-ternera-con-arroz,5,Entre 30 y 60 min.,Sencilla,"['veraniegas', 'invernales', 'mediterráneas', 'para tupper']","['Ternera', 'Cebolla', 'Ajo', 'Puerro', 'Tomate pera', 'Apio', 'Pimiento rojo', 'Sal', 'Zanahoria', 'Vino blanco', 'Laurel', 'Tomillo', 'Agua', 'Aceituna', 'Arroz']",veraniegas
Receta de Brochetas de filete ruso,/receta-805/brochetas-de-filete-ruso,5,Menos de 15 min.,Sencilla,['minimalistas'],"['Tomate cherry', 'Queso', 'Filete ruso']",veraniegas
Receta de Esclatasangs (Rovellones) con lomo,/receta-1173/esclatasangs-rovellones-con-lomo,5,Menos de 15 min.,Sencilla,"['invernales', 'tradicionales', 'para niños', 'mediterráneas']","['Rovellón', 'Ajo', 'Perejil', 'Lomo de cerdo', 'Pimienta']",veraniegas
Receta de RECETA RÁPIDA DE POLLO CON CHAMPIÑONES,/receta-924/receta-rapida-de-pollo-con-champinones,5,Menos de 15 min.,Sencilla,['mediterráneas'],"['Pechuga de pollo', 'Champiñón', 'Nata para cocinar', 'Ajo', 'Vino blanco', 'Jamón serrano', 'Aceite de oliva']",veraniegas
Receta de Especial Navidad: Carne Mechada,/receta-1128/especial-navidad-carne-mechada,5,Entre 30 y 60 min.,Sencilla,"['invernales', 'tradicionales', 'para navidad', 'para fiestas', 'para carnaval', 'mediterráneas', 'para tupper']","['Cerdo', 'Agua', 'Vino blanco', 'Sal', 'Tomillo', 'Romero', 'Estragón', '_descripcion', 'Cebolla', 'Dátil', 'Almendra', 'Azúcar blanco', 'Vinagre', 'Sal', 'Caldo de verdura']",veraniegas
Receta de berenjenas griegas,/receta-49/berenjenas-griegas,5,Entre 30 y 60 min.,Sencilla,['mediterráneas'],"['Berenjena', 'Puerro', 'Queso curado', 'Carne de vacuno picada', 'Huevo', 'Yogur natural', 'Orégano', 'Aceite de oliva', 'Vino blanco', 'Pimiento rojo', 'Jamón serrano']",invernales
Receta de Especial Navidad: Arrollado de carne picada,/receta-1200/especial-navidad-arrollado-de-carne-picada,5,Entre 15 y 30 min.,Sencilla,[],"['Carne de cerdo picada', 'Huevo', 'Cebolla', 'Champiñón', 'Pasa', 'Huevo', 'Queso rallado', 'Pan rallado', 'Sal', 'Pimienta', 'Aceituna']",light
Receta de ALBÓNDIGAS A LA JARDINERA,/receta-1325/albondigas-a-la-jardinera,5,Entre 30 y 60 min.,Sencilla,"['tradicionales', 'mediterráneas']","['Salsa de tomate frito', 'Caldo de carne', 'Zanahoria', 'Guisante verde', 'Ajo', 'Vino blanco', 'Champiñón', 'Harina', 'Aceite', 'Sal']",tradicionales
Receta de Especial Navidad: Pavo relleno,/receta-1164/especial-navidad-pavo-relleno,5,Más de 2 horas,Media,"['tradicionales', 'para navidad', 'mediterráneas']","['Pavo', 'Manzana', 'Cebolla', 'Ajo', 'Pasa', 'Vino moscatel', 'Agua', 'Orégano', 'Tomillo', 'Estragón', 'Perejil', 'Aceituna', 'Sal']",
Receta de Caldereta de cordero extremeña.,/receta-943/caldereta-de-cordero-extremena,5,Entre 30 y 60 min.,Sencilla,[],"['Pierna de cordero', 'Ajo', 'Cebolla', 'Pan', 'Higado de cordero', 'Pimiento', 'Pimentón dulce', 'Aceite de oliva', 'Vino blanco', 'Laurel']",vegetarianas
Receta de Pollo a la brava,/receta-1097/pollo-a-la-brava,5,Entre 15 y 30 min.,Sencilla,['exóticas'],"['Pollo', 'Mantequilla', 'Perejil', 'Pimentón picante', 'Guindilla', 'Salsa de tomate triturado', 'Nata', 'Aceite']",tradicionales
Receta de Albóndigas con tomate,/receta-1151/albondigas-con-tomate,5,Entre 30 y 60 min.,Sencilla,[],"['Ajo', 'Cebolla', 'Pimiento verde', 'Pimiento rojo', 'Tomate', 'Guisante verde', 'Zanahoria', 'Sal', 'Laurel', 'Carne picada', 'Huevo', 'Pan rallado', 'Aceite de oliva']",tradicionales
Receta de Costillitas de Cerdo BBQ a la Coca-Cola,/receta-1035/costillitas-de-cerdo-bbq-a-la-coca-cola,5,Entre 30 y 60 min.,Sencilla,"['veraniegas', 'americanas']","['Costilla de cerdo', 'Cubito de caldo', 'Salsa barbacoa', 'Ajo', 'Harina de trigo', 'Mantequilla', 'Refresco de cola']",exóticas
Receta de pechugas de pollo al horno,/receta-1011/pechugas-de-pollo-al-horno,5,Entre 30 y 60 min.,Sencilla,"['para fiestas', 'mediterráneas']","['Pechuga de pollo', 'Patata', 'Cebolla', 'Cebolla', 'Queso Gouda', 'Aceite de oliva']",veraniegas
Receta de Lomo de cerdo relleno a mi estilo,/receta-1216/lomo-de-cerdo-relleno-a-mi-estilo,5,Entre 1 y 2 horas,Media,"['para fiestas', 'mediterráneas']","['Lomo de cerdo', 'Foie-gras', 'Orégano', 'Ajo', 'Cebolla', 'Queso tierno', 'Jamón cocido', 'Aceituna negra', 'Sal', 'Agua', 'Vino blanco', 'Salsa Perrins']",veraniegas
Receta de Carrilleras al Vino Tinto,/receta-339/carrilleras-al-vino-tinto,5,Entre 30 y 60 min.,Media,"['invernales', 'para navidad', 'para fiestas', 'mediterráneas']","['Carrillera de ternera', 'Vino tinto', 'Cebolla', 'Pimiento verde', 'Pimiento rojo', 'Ajo', 'Aceite de oliva']",veraniegas
Receta de Pollo a la cerveza,/receta-746/pollo-a-la-cerveza,5,Entre 30 y 60 min.,Sencilla,"['minimalistas', 'mediterráneas']","['Muslo de pollo', 'Cebolla', 'Cerveza', 'Champiñón', 'Patata', 'Limón', 'Pimienta']",tradicionales
Receta de pollo en leche de coco,/receta-266/pollo-en-leche-de-coco,5,Entre 30 y 60 min.,Media,"['light', 'exóticas', 'afrodisíacas', 'para fiestas', 'asiáticas']","['Pechuga de pollo', 'Limón', 'Sal', 'Pimienta', 'Jengibre', 'Cebolla', 'Ajo', 'Aceite de oliva', 'Tomate', 'Leche de coco']",exóticas
"Receta de Pollo ""a mi manera""",/receta-966/pollo-quota-mi-maneraquot,5,Entre 15 y 30 min.,Media,"['tradicionales', 'mediterráneas']","['Muslo de pollo', 'Cebolla', 'Pimiento', 'Pimiento verde', 'Ajo', 'Salsa de tomate frito', 'Coñac', 'Sal', 'Aceite']",tradicionales
Receta de Pollo asado con patatas Don Benito,/receta-56/pollo-asado-con-patatas-don-benito,5,Entre 30 y 60 min.,Media,[],"['Pollo', 'Seta', 'Puerro', 'Cebolla', 'Ajo', 'Aceite de oliva', 'Harina blanca', 'Pollo', 'Vino blanco', 'Patata']",minimalistas
Receta de Lomo con hojaldre,/receta-270/lomo-con-hojaldre,5,Entre 30 y 60 min.,Sencilla,"['invernales', 'para navidad', 'mediterráneas']","['Lomo de cerdo', 'Queso Havarti', 'Bacón', 'Masa de hojaldre', 'Huevo', 'Tomillo', 'Romero', 'Pimienta']",exóticas
Receta de Pollo al limón ,/receta-655/pollo-al-limon,5,Entre 30 y 60 min.,Sencilla,"['tradicionales', 'mediterráneas']","['Pollo', 'Vino blanco', 'Limón', 'Aceituna', 'Cebolla', 'Ajo', 'Sal', 'Pimienta', 'Harina', 'Aceite de oliva']",tradicionales
Receta de Rollitos de pollo en salsa,/receta-95/rollitos-de-pollo-en-salsa,5,Entre 15 y 30 min.,Media,"['tradicionales', 'para fiestas']","['Pechuga de pollo', 'Puerro', 'Cubito de caldo', 'Jamón serrano', 'Queso', 'Aceite de oliva', 'Ajo', 'Vino blanco']",
Receta de Tronco o caña de hojaldre relleno de carne,/receta-340/tronco-o-cana-de-hojaldre-relleno-de-carne,5,Entre 15 y 30 min.,Sencilla,"['para niños', 'mediterráneas']","['Masa de hojaldre', 'Carne picada', 'Huevo', 'Cebolla', 'Salsa de tomate frito', 'Orégano', 'Sal', 'Aceite de oliva']",
Receta de Costillas de Cerdo a la Miel,/receta-35/costillas-de-cerdo-a-la-miel,5,Entre 30 y 60 min.,Sencilla,[],"['Costilla de cerdo', 'Miel', 'Jerez seco', 'Salsa de Mostaza', 'Aceite de oliva', 'Sal', 'Pimienta']",
Receta de Lomo Relleno a la sidrina Natural,/receta-343/lomo-relleno-a-la-sidrina-natural,5,Entre 1 y 2 horas,Media,"['invernales', 'mediterráneas']","['Lomo de cerdo', 'Bacón', 'Huevo', 'Queso Gouda', 'Pasa', 'Perejil', 'Cebolla', 'Harina de maíz', 'Manzana', 'Sidra', 'Aceite de oliva']",
Receta de Lomo de cerdo al horno,/receta-391/lomo-de-cerdo-al-horno,5,Entre 30 y 60 min.,Sencilla,[],"['Lomo de cerdo', 'Hierbas provenzales', 'Sal', 'Aceite', 'Vino blanco', 'Cebolla', 'Ajo', 'Pimienta negra', 'Patata', 'Zanahoria', 'Pimiento rojo', 'Laurel']",light
Receta de Pollo trampó,/receta-26/pollo-trampo,5,Entre 15 y 30 min.,Sencilla,['mediterráneas'],"['Pimiento verde', 'Pimiento rojo', 'Albahaca', 'Aceite de oliva', 'Sal', 'Pimienta', 'Aceituna', 'Pechuga de pollo', 'Cebolla', 'Tomate']",
Receta de Pechuga de pollo en salsa.,/receta-361/pechuga-de-pollo-en-salsa,5,Entre 15 y 30 min.,Media,"['tradicionales', 'para niños', 'mediterráneas']","['Pechuga de pollo', 'Cebolla', 'Vino blanco', 'Aceite de oliva', 'Ajo', 'Harina de maíz']",
"Receta de TERRINA DE POLLO CON CIRUELAS PASAS Y ""BOLETUS""",/receta-453/terrina-de-pollo-con-ciruelas-pasas-y-quotboletusquot,5,Entre 1 y 2 horas,Sencilla,[],"['Pechuga de pollo', 'Bacón', 'Huevo', 'Pan', 'Ciruela', 'Seta', 'Tomate', 'Champagne', 'Pimienta']",
Receta de Pollo exótico,/receta-74/pollo-exotico,5,Entre 1 y 2 horas,Media,"['exóticas', 'asiáticas', 'para tupper']","['Pechuga de pollo', 'Cebolla', 'Manzana', 'Plátano', 'Leche de coco', 'Curry', 'Arroz', 'Pimienta']",
Receta de Pechuga de pollo rellena acompañada de arroz,/receta-263/pechuga-de-pollo-rellena-acompanada-de-arroz,5,Entre 30 y 60 min.,Media,"['para niños', 'para tupper']","['Pechuga de pollo', 'Jamón cocido', 'Queso en loncha', 'Queso para untar', 'Cebolla', 'Aceite', 'Mantequilla']",
Receta de Tartiflette ,/receta-279/tartiflette,5,Entre 30 y 60 min.,Media,"['invernales', 'tradicionales']","['Patata', 'Bacón', 'Cebolla', 'Queso reblochón', 'Nata para cocinar', 'Vino blanco']",vegetarianas
Receta de Filetes rusos,/receta-923/filetes-rusos,5,Entre 15 y 30 min.,Sencilla,"['tradicionales', 'para niños', 'para tupper']","['Carne picada', 'Limón', 'Aceite de oliva', 'Pan rallado', 'Perejil', 'Ajo', 'Pan rallado', 'Pimienta']",veraniegas
Receta de HUEVOS ESCONDIDOS,/receta-1223/huevos-escondidos,5,Entre 15 y 30 min.,Sencilla,[],"['Huevo de codorniz', 'Carne de pollo picada', 'Carne de pavo picada', 'Gallina', 'Pan de molde', 'Pimienta blanca molida', 'Aceite', 'Sal']",tradicionales
Receta de Frito Mallorquín,/receta-830/frito-mallorquin,5,Entre 30 y 60 min.,Sencilla,"['tradicionales', 'mediterráneas']","['Lechona', 'Patata', 'Pimiento rojo', 'Pimiento verde', 'Ajo', 'Cebolla', 'Ajete', 'Hinojo', 'Aceite de oliva']",vegetarianas
Receta de POLLO AL LIMÓN,/receta-1322/pollo-al-limon,4,Entre 30 y 60 min.,Sencilla,[],"['Vino blanco', 'Jerez seco', 'Agua', 'Vinagre', 'Azúcar blanco', 'Azúcar blanco', 'Harina fina de maíz', 'Limón', 'Limón', 'Aceite de girasol']",
Receta de PECHUGAS A LA CREMA,/receta-447/pechugas-a-la-crema,4,Entre 30 y 60 min.,Sencilla,"['invernales', 'para fiestas']","['Pechuga de pollo', 'Jamón cocido', 'Huevo', 'Nata para montar', 'Cebolla', 'Aceite', 'Sal', 'Pimienta', 'Harina', 'Pan rallado']",
Receta de Pollo al horno,/receta-654/pollo-al-horno,4,Entre 30 y 60 min.,Sencilla,"['tradicionales', 'para niños', 'mediterráneas']","['Pollo', 'Patata', 'Aceite de oliva', 'Sal', 'Ajo', 'Orégano', 'Laurel', 'Vino blanco']",vegetarianas
Receta de CARRILLERAS CON MENESTRA,/receta-643/carrilleras-con-menestra,4,Entre 30 y 60 min.,Sencilla,['tradicionales'],['Vino tinto'],
Receta de Brochetas de Kafta en el sartén,/receta-578/brochetas-de-kafta-en-el-sarten,4,Menos de 15 min.,Sencilla,"['minimalistas', 'tradicionales', 'para fiestas', 'asiáticas']","['Carne picada', 'Menta', 'Sal', 'Aceite de oliva']",
Receta de PALETILLA DE CABRITO CON SALSA DE MIEL ,/receta-404/paletilla-de-cabrito-con-salsa-de-miel,4,Entre 1 y 2 horas,Sencilla,"['para navidad', 'para fiestas']","['Cabrito', 'Cebolla', 'Ajo', 'Laurel', 'Miel', 'Vino blanco', 'Vinagre', 'Aceite de oliva', 'Pimentón dulce', 'Pimienta negra molida', 'Sal']",
Receta de POLLO DE CORRAL EN PEPITORIA,/receta-412/pollo-de-corral-en-pepitoria,4,Entre 30 y 60 min.,Media,"['tradicionales', 'mediterráneas']","['Pollo', 'Cebolla', 'Ajo', 'Almendra', 'Huevo', 'Jerez seco', 'Caldo de carne', 'Azafrán', 'Nuez moscada', 'Aceite de oliva']",
Receta de Pollo a la Naranja,/receta-1626/pollo-a-la-naranja,4,Entre 15 y 30 min.,Sencilla,"['exóticas', 'veraniegas', 'invernales', 'afrodisíacas', 'tradicionales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'para microondas', 'para carnaval', 'mediterráneas', 'para tupper']","['Cubito de caldo', 'Naranja', 'Zanahoria', 'Cebolla', 'Sal', 'Pimienta negra', 'Perejil', 'Pechuga de pollo', 'Agua', 'Vino blanco', 'Harina', 'Aceite de oliva']",
Receta de Matambre a la Pizza,/receta-670/matambre-a-la-pizza,4,Entre 30 y 60 min.,Media,['americanas'],"['Ternera', 'Tomate', 'Ajo', 'Orégano', 'Pimienta negra', 'Aceite de oliva', 'Albahaca', 'Guindilla', 'Jamón cocido', 'Queso Mozzarella']",para fiestas
Receta de lomo de cerdo con espinacas,/receta-243/lomo-de-cerdo-con-espinacas,4,Entre 15 y 30 min.,Sencilla,[],"['Espinaca', 'Lomo de cerdo', 'Puerro', 'Aceite de oliva', 'Queso de Cabra', 'Sal']",tradicionales
Receta de Pollo al curry con lima,/receta-273/pollo-al-curry-con-lima,4,Entre 15 y 30 min.,Media,[],"['Arroz', 'Pollo', 'Leche de coco', 'Lima', 'Curry', 'Almendra']",
Receta de sopas gallerquinas,/receta-258/sopas-gallerquinas,5,Entre 15 y 30 min.,Sencilla,"['light', 'mediterráneas']","['Espinaca', 'Champiñón', 'Puerro', 'Ajo', 'Zanahoria', 'Pimiento rojo', 'Sal', 'Vino blanco', 'Aceite de oliva', 'Bacón', 'Pan', 'Coliflor', 'Judía verde']",light
Receta de Patatas al gratén,/receta-1146/patatas-al-graten,5,Entre 1 y 2 horas,Sencilla,"['invernales', 'mediterráneas']","['Mantequilla', 'Patata', 'Pimienta', 'Nata', 'Ajo', 'Nuez', 'Queso rallado']",tradicionales
Receta de Ensalada marina,/receta-845/ensalada-marina,5,Entre 15 y 30 min.,Sencilla,"['light', 'veraniegas', 'mediterráneas']","['Atún fresco', 'Gamba', 'Perejil', 'Ajo', 'Cangrejo', 'Aceituna', 'Lechuga iceberg', 'Tomate', 'Alga Nori', 'Pimienta']",light
Receta de Trampó mallorquín,/receta-913/trampo-mallorquin,5,Menos de 15 min.,Sencilla,"['light', 'vegetarianas', 'veraniegas', 'tradicionales', 'para fiestas', 'mediterráneas', 'para tupper']","['Pimiento', 'Cebolla', 'Tomate', 'Atún en aceite en lata', 'Aceite de oliva', 'Perejil']",veraniegas
Receta de Brocolis con patatas y jamón,/receta-1214/brocolis-con-patatas-y-jamon,5,Entre 15 y 30 min.,Sencilla,"['light', 'veraniegas', 'invernales', 'para tupper']","['Brécol', 'Patata', 'Bacón', 'Ajo', 'Cebolla', 'Aceite de oliva', 'Sal']",vegetarianas
Receta de ENSALADA COCODRILO DUNDEE,/receta-1278/ensalada-cocodrilo-dundee,5,Entre 30 y 60 min.,Media,[],"['Pepino', 'Remolacha', 'Fideos de arroz', 'Aceituna', 'Pimienta negra', 'Fresa']",light
Receta de Esparragos Verdes a la plancha,/receta-872/esparragos-verdes-a-la-plancha,5,Entre 30 y 60 min.,Media,"['tradicionales', 'mediterráneas']","['Espárrago', 'Sal', 'Aceite de oliva']",
Receta de espárragos a la plancha con salsa,/receta-866/esparragos-a-la-plancha-con-salsa,5,Menos de 15 min.,Sencilla,"['light', 'veraniegas', 'minimalistas', 'tradicionales', 'mediterráneas']","['Espárrago', 'Requesón', 'Atún en aceite en lata', 'Aceite de oliva', 'Huevo', 'Sal']",light
Receta de Tomates rellenos al estilo provenzal,/receta-1020/tomates-rellenos-al-estilo-provenzal,5,Entre 15 y 30 min.,Sencilla,"['light', 'veraniegas', 'invernales', 'mediterráneas']","['Tomate', 'Pechuga de pollo', 'Cebolla', 'Arroz', 'Ajo', 'Perejil', 'Aceituna', 'Orégano', 'Pan rallado', 'Pimienta']",light
